"id","type","source","year","lastname","firstname","middlename","simpname","prof","org","loc","lon","lat","country"
"amm1464","corpis","amm",1907,"abadie","emile",NA,"abadie, e","Mgr","Edel Mining Company","oakland ",-122.2711639,37.8043514,"united states of america"
"amm2215","corpis","amm",1907,"abadie","emile",NA,"abadie, e","Mgr","United Gold Coast Mining Properties","albany ",-73.7562317,42.6525793,"united states of america"
"amm89510","corpis","amm",1922,"abbott","clarence","edward","abbott, c e","General Supt","Tennessee Coal Iron G Railroad Company","bessemer ",-86.954437,33.4017766,"united states of america"
"amm24708","corpis","amm",1916,"abbott","clarence","edward","abbott, c e","General Supt","Tennessee Coal Iron G Railroad Company","bessemer ",-86.954437,33.4017766,"united states of america"
"amm56126","corpis","amm",1920,"abbott","clarence","edward","abbott, c e","General Supt","Tennessee Coal Iron Railroad Company","bessemer ",-86.954437,33.4017766,"united states of america"
"amm92200","corpis","amm",1922,"adami","charles","j","adami, c j","General Manager","St Joseph Lead Company","missouri ",-91.8318334,37.9642529,"united states of america"
"amm92166","corpis","amm",1922,"adami","charles","j","adami, c j","General Manager","Afl Lliation Of St Joseph Lead Company","missouri ",-91.8318334,37.9642529,"united states of america"
"amm33452","corpis","amm",1916,"adami","charles","j","adami, c j","General Superintendent","St Joseph Lead Company",NA,NA,NA,NA
"amm61789","corpis","amm",1920,"adami","charles","j","adami, c j","General Superintendent","St Joseph Lead Company","missouri ",-91.8318334,37.9642529,"united states of america"
"amm5342","corpis","amm",1907,"adams","charles","christy","adams, c c","Supt","Amalgamated Copper Company",NA,NA,NA,NA
"amm91356","corpis","amm",1922,"adams","cuyler","coffin","adams, c c","General Manager","Biwanago Mining Company","minnesota ",-94.6858998,46.729553,"united states of america"
"amm32966","corpis","amm",1916,"adams","cuyler","coffin","adams, c c","Manager","Biwango Mining Company",NA,NA,NA,NA
"myb163875","corpis","myb",1894,"adams","herbert","h","adams, h h","board","Bwlchglas Prospecting Syndicate Limited","london",-0.1277583,51.50735,"united kingdom"
"myb130930","corpis","myb",1893,"adams","herbert","h","adams, h h","board","Bwlchglas Prospecting Syndicate Limited","london",-0.1277583,51.5073509,"united kingdom"
"amm28706","corpis","amm",1916,"adams","joseph","cockrell","adams, j c","Superintendent","Rush Creek Placer Mining Company",NA,NA,NA,NA
"myb105891","corpis","myb",1891,"adams","raleigh","b","adams, r b","board","Moruya Gold And Silver Mining Company","buchanan",-95.712891,37.09024,"united states of america"
"amm12270","corpis","amm",1911,"adams","theodore","f","adams, t f","Manager","Iron Peak Mining Smelting Company",NA,NA,NA,NA
"myb134566","corpis","myb",1893,"adams","william",NA,"adams, w","board","Xton Phosphate Mining Company","london",-0.1277583,51.5073509,"united kingdom"
"myb255481","corpis","myb",1903,"adams","w",NA,"adams, w","board","Caucasus Minerals Syndicate Limited","coleman",-94.8779,36.87651,"united states of america"
"amm50271","corpis","amm",1919,"adams","william",NA,"adams, w","Superintendent","Miller Independence Mines Limited Boston Creek Fgp",NA,NA,NA,NA
"myb246244","corpis","myb",1903,"adams","wayne",NA,"adams, w","board","Asiakwa Hyoraulicking And Mining Corporation Limited","coleman",-94.8779,36.87651,"united states of america"
"myb99856","corpis","myb",1891,"adams","william",NA,"adams, w","board","Dutch Guiana Exploration Company","guyana",-58.93018,4.860416,"guyana"
"myb959507","corpis","myb",1919,"addicks","lawrence",NA,"addicks, l","engineer","Burma Corporation Limited","london",-0.1277583,51.5073509,"united kingdom"
"myb959507","corpis","myb",1919,"addicks","l",NA,"addicks, l","engineer","Burma Corporation Limited","london",-0.1277583,51.5073509,"united kingdom"
"myb997152","corpis","myb",1920,"addicks","lawrence",NA,"addicks, l","engineer","Burma Corporation Limited","london",-0.1277583,51.50735,"united kingdom"
"myb997251","corpis","myb",1920,"addicks","lawrence",NA,"addicks, l","engineer","Burma Mines Limited","london",-0.1277583,51.50735,"united kingdom"
"myb959578","corpis","myb",1919,"addicks","lawrence",NA,"addicks, l","engineer","Burma Mines Limited","london",-0.1277583,51.5073509,"united kingdom"
"amm24029","corpis","amm",1911,"aldridge","walter","h","aldridge, w h","General Manager","Canadian Collieries Limited Nanaimo A",NA,NA,NA,NA
"myb973911","corpis","myb",1919,"aldridge","walter","h","aldridge, w h","board",NA,"broadway",-94.7053013,37.3961631,"united states of america"
"myb696192","corpis","myb",1914,"aldridge","walter","h","aldridge, w h","board",NA,"broadway",-94.7053013,37.3961631,"united states of america"
"amm71175","corpis","amm",1920,"aldridge","walter","h","aldridge, w h","Pres","Study Butte Mining Company","new york ",-74.0059728,40.7127753,NA
"myb121931","corpis","myb",1891,"alexander","arthur","henry","alexander, a h","board","The Mwim Leeuwpoort Gold Mining Company","johannesburg",28.0473051,-26.2041028,"south africa"
"amm77226","corpis","amm",1920,"alexander","frederick",NA,"alexander, f","Superintendent","Nacozari Consolidated Copper Company","nacozari ",-109.6875376,30.3753424,"mexico"
"amm43930","corpis","amm",1919,"alexander","frederick",NA,"alexander, f","General Manager","Steen Koolspruit Coals Limited Middleburg Eg",NA,NA,NA,NA
"amm54627","corpis","amm",1919,"alexander","frederick",NA,"alexander, f","Superintendent","Nacozari Consolidated Copper Company",NA,NA,NA,NA
"myb1123512","corpis","myb",1923,"alexander","henry","james","alexander, h j","board","Castle Colliery Limited","wales",-3.783712,52.13066,"united kingdom"
"amm500","corpis","amm",1907,"alexander","henry","james","alexander, h j","Mgr","Cochise Consolidated Copper Company","pittsburgh ",-79.9958864,40.4406248,"united states of america"
"amm10604","corpis","amm",1907,"alexander","henry","james","alexander, h j","Mgr","Buth Mines Limited",NA,NA,NA,NA
"amm54625","corpis","amm",1919,"alexander","john","day","alexander, j d","Pres","Nacozari Consolidated Copper Company",NA,NA,NA,NA
"amm101032","corpis","amm",1922,"alexander","john","day","alexander, j d","Pres","Nacozari Consolidated Copper Company","arizona ",-111.0937311,34.0489281,"united states of america"
"myb286215","corpis","myb",1908,"alexander","jamca","dalison","alexander, j d","board","Anglo Paw Gyp It","belgium",4.469936,50.50389,"belgium"
"myb39020","corpis","myb",1888,"alexander","james","dalison","alexander, j d","board","Mexican Southern Mining Syndicate At Limited","london",-0.1277583,51.5073509,"united kingdom"
"amm62655","corpis","amm",1920,"alexander","john","day","alexander, j d","Superintendent","Moffat Coal Company","colorado ",-105.7820674,39.5500507,"united states of america"
"amm61625","corpis","amm",1920,"alexander","jamca","dalison","alexander, j d","Superintendent","Queen Gold Mining Company","colorado ",-105.7820674,39.5500507,"united states of america"
"myb70342","corpis","myb",1889,"alexander","jamca","dalison","alexander, j d","board","Mexican Southern Mining Syndicate At Limited","london",-0.1277583,51.5073509,"united kingdom"
"myb425306","corpis","myb",1910,"alexander","jamca","dalison","alexander, j d","board","British Ore Concentration Syndicate Limited","brand street place k",-117.3531,33.63324,"united states of america"
"myb706975","corpis","myb",1914,"alexander","jamca","dalison","alexander, j d","board","Pfdi Mund Smuttiness Te","london",-0.1277583,51.5073509,"united kingdom"
"amm83371","corpis","amm",1922,"alexander","john","day","alexander, j d","Superintendent","Moffat Coal Company","colorado ",-105.7820674,39.5500507,"united states of america"
"myb535616","corpis","myb",1912,"alexander","john","day","alexander, j d","board","Premier Transvaal Ddlamond Mining Limited","london",-0.1277583,51.5073509,"united kingdom"
"amm22807","corpis","amm",1911,"alexander","john","day","alexander, j d","Manager","Nacozari Consolidated Copper Company",NA,NA,NA,NA
"myb13556","corpis","myb",1887,"alexander","james","dalison","alexander, j d","board","Mexican Southern Mining Syndicate At Limited","london",-0.1277583,51.5073509,"united kingdom"
"myb313139","corpis","myb",1908,"allan","john","frederick","allan, j f","manager","Cau Casian Manganese Ate Li Mite","liverpool",-76.2177,43.10646,"united states of america"
"myb1013012","corpis","myb",1920,"allan","j","f","allan, j f","engineer","Mazapil Copper Limited","london",-0.1277583,51.50735,"united kingdom"
"myb1144882","corpis","myb",1923,"allan","john","f","allan, j f","engineer","Coeper Mines Limited","huelva",-6.944722,37.26142,"spain"
"myb1061685","corpis","myb",1921,"allan","j","f","allan, j f","engineer","Pen Copper Mines Limited","huelva",-6.944722,37.26142,"spain"
"myb1144882","corpis","myb",1923,"allan","james","f","allan, j f","engineer","Coeper Mines Limited","huelva",-6.944722,37.26142,"spain"
"myb369433","corpis","myb",1909,"allan","john","frederick","allan, j f","manager","Caucasus Gold Mining Syndicate Limited","london",-0.1277583,51.50735,"united kingdom"
"amm52250","corpis","amm",1919,"allan","john","frederick","allan, j f","Consulting Engineer","San Miguel Copper Mines Limited Almonaster Dh","london ",-0.1277583,51.5073509,"united kingdom"
"myb255414","corpis","myb",1903,"allan","john","frederick","allan, j f","manager","Castellana Consolidated Mines Limited Beam","bush lane house cannon street",-0.0895798,51.51099,"united kingdom"
"myb1054616","corpis","myb",1921,"allan","j","f","allan, j f","engineer","Mazapil Copper Company","london",-0.1277583,51.50735,"united kingdom"
"myb1103507","corpis","myb",1922,"allan","j","f","allan, j f","engineer","Pen Copper Mines Limited","salisbury",-75.59937,38.36067,"united states of america"
"myb997303","corpis","myb",1920,"allan","john","f","allan, j f","engineer","Burma Queensland Corp Limited","london",-0.1277583,51.50735,"united kingdom"
"myb1137793","corpis","myb",1923,"allan","james","f","allan, j f","engineer","Mazapil Copper Limited","london",-0.1277583,51.50735,"united kingdom"
"myb870729","corpis","myb",1917,"allen","abbott",NA,"allen, a","board","Mount Kembla Cqal And Company","marshall",-95.77491,36.06743,"united states of america"
"amm15813","corpis","amm",1911,"allen","abbott",NA,"allen, a","Supt","Midget Bonanza Gold Mining Milling Company",NA,NA,NA,NA
"myb166694","corpis","myb",1894,"allen","charles",NA,"allen, c","board","Ebbw Vale Steel Lronyland Col Limited","london",-0.1277583,51.50735,"united kingdom"
"amm19299","corpis","amm",1911,"allen","charles",NA,"allen, c","Manager","Lucky Strike Mining Company",NA,NA,NA,NA
"myb258543","corpis","myb",1903,"allen","charles",NA,"allen, c","board","Ebbw Vale Steel Lronyland Col Limited","newport",-71.31283,41.4901,"united states of america"
"myb425904","corpis","myb",1910,"allen","charles",NA,"allen, c","board","Bwlch Colliery Meany Limited","swansea",-3.943646,51.62144,"united kingdom"
"myb251609","corpis","myb",1903,"allen","charles",NA,"allen, c","board","Anglo Brazilian Diamond Syndicate Limited","coleman",-94.8779,36.87651,"united states of america"
"myb313575","corpis","myb",1908,"allen","charles",NA,"allen, c","chair","Charbonnages Trodez Limited Charlaw Andy Sacristan","sheffield",-1.470085,53.38113,"united kingdom"
"myb619380","corpis","myb",1913,"allen","c",NA,"allen, c","chair","Frontenac Cons Mines Limited Central City Gilpin Company","kingston",-73.9973608,41.9270367,"united states of america"
"amm20093","corpis","amm",1911,"allen","carlton","b","allen, c b","Supt","Big Bear Mining Company",NA,NA,NA,NA
"amm1918","corpis","amm",1907,"allen","chester","brigham","allen, c b","Supt","New York Grass Valley Gold Mining Company","san francisco ",-122.4194155,37.7749295,"united states of america"
"myb1003587","corpis","myb",1920,"allen","chester","brigham","allen, c b","board","Ebbw Vale Steel Lronyland Col Limited","london",-0.1277583,51.50735,"united kingdom"
"amm71621","corpis","amm",1920,"allen","james","berton","allen, j b","Pres","Glen Allen Mining Company",NA,NA,NA,NA
"myb563942","corpis","myb",1912,"allen","james","berton","allen, j b","manager","Oroya Leonel Limited","adelaide",138.6007456,-34.9284989,"australia"
"myb711401","corpis","myb",1914,"allen","james","berton","allen, j b","manager","Wendron Cornwall Tin Mines Limited Sip","cornwall",-5.0527125,50.2660471,"united kingdom"
"amm87620","corpis","amm",1922,"allen","james","berton","allen, j b","Pres","Glen Allen Mining Company",NA,NA,NA,NA
"amm14591","corpis","amm",1911,"allen","john","berton","allen, j b","Supt","Table Mountain Cons Mining Company",NA,NA,NA,NA
"myb318172","corpis","myb",1908,"allen","orren",NA,"allen, o","board","Guest Keen And Resettlement Limited","devonshire",-3.530875,50.71556,"united kingdom"
"myb243891","corpis","myb",1895,"allen","robert",NA,"allen, r","board","Van Ryn West Mining Company","london",-0.1277583,51.50735,"united kingdom"
"myb85213","corpis","myb",1889,"allen","rolicrt",NA,"allen, r","board","Jagersfontelrtwntng And Exploration Company","london",-0.1277583,51.5073509,"united kingdom"
"amm41784","corpis","amm",1919,"allen","robert",NA,"allen, r","General Manager","Cam Motor Gold Mining Company",NA,NA,NA,NA
"mmm1586","corpis","mmm",1926,"allen","robert",NA,"allen, r","mine spt.","The Tigre Mining Company","el tigre son",-110.3308814,29.2972247,"mexico"
"myb83998","corpis","myb",1889,"allen","robert",NA,"allen, r","chair","French Bobs Exploration Syndicate Limited","ebden street kimberley",24.7499112,-28.7282384,"south africa"
"myb224392","corpis","myb",1895,"allen","robert",NA,"allen, r","board","Van Ryn West Mining Company","london",-0.1277583,51.50735,"united kingdom"
"myb93143","corpis","myb",1889,"allen","thaine",NA,"allen, t","board","Wyldsdale Gold Exploration Developing Company",NA,NA,NA,NA
"myb127565","corpis","myb",1891,"allen","thame",NA,"allen, t","board","Wyldsdale Gold Exploration Developing Company","swazieland",31.465866,-26.522503,"swaziland"
"myb804732","corpis","myb",1916,"allen","thaine",NA,"allen, t","chair","New Zealand Crown Mines Company","new zealand",174.885971,-40.900557,NA
"amm83188","corpis","amm",1922,"allen","thomas","edwin","allen, t e","Mining Engineer","Colorado A Utah Coal Company","colorado ",-105.7820674,39.5500507,"united states of america"
"myb393899","corpis","myb",1910,"allen","thomas","edwin","allen, t e","chair","New Zealand Crown Mines Company","new zealand",174.886,-40.90056,NA
"myb281937","corpis","myb",1908,"allen","thomas","edwin","allen, t e","chair","Zea Woil Company Ted","new zealand",174.886,-40.90056,NA
"myb515709","corpis","myb",1912,"allen","thomas","edwin","allen, t e","chair","New Zealand Crown Mines Company","new zealand",174.885971,-40.900557,NA
"amm47448","corpis","amm",1919,"allen","thomas","edwin","allen, t e","Chairman","New Zealand Coal Ol L Company","london ",-0.1277583,51.5073509,"united kingdom"
"myb454801","corpis","myb",1911,"allen","thomas","edwin","allen, t e","chair","New Zealand Crown Mines Company","new zealand",174.885971,-40.900557,NA
"myb338084","corpis","myb",1909,"allen","thomas","edwin","allen, t e","board","New Zealand Crown Mines Company","new zealand",174.886,-40.90056,NA
"myb935723","corpis","myb",1918,"allen","thomas","edwin","allen, t e","chair","New Zealand Crown Mines Company","new zealand",174.885971,-40.900557,NA
"mmm1963","corpis","mmm",1926,"allen","thomas","edwin","allen, t e","mine spt.","Compaã±Ã­a Carbonifera De Sabinas S A","rosita coah",-101.2174256,27.9372635,"mexico"
"myb744330","corpis","myb",1915,"allen","thomas","edwin","allen, t e","chair","New Zealand Crown Mines Company","new zealand",174.885971,-40.900557,NA
"amm62472","corpis","amm",1920,"allen","thomas","edwin","allen, t e","Mining Engineer","Consolidated Coal Cokeco Dacono Weld C Mgp","colorado ",-105.7820674,39.5500507,"united states of america"
"myb133119","corpis","myb",1893,"allen","thomas","edwin","allen, t e","board","Dickens Custer Company","custer",-103.5988057,43.7666507,"united states of america"
"amm17580","corpis","amm",1911,"allen","walter","defriez","allen, w d","Manager","Allen Gold Mining Company",NA,NA,NA,NA
"amm98156","corpis","amm",1922,"almy","william",NA,"almy, w","Superintendent","North American Antimony Smelting Company","new brunswick ",-66.4619164,46.5653163,"canada"
"amm26783","corpis","amm",1916,"almy","william",NA,"almy, w","Manager","Gloria Mine Z Nc Lgp",NA,NA,NA,NA
"amm74323","corpis","amm",1920,"almy","william",NA,"almy, w","Superintendent","North American Antimony Smelting Company","new brunswick ",-66.4619164,46.5653163,"canada"
"amm20919","corpis","amm",1911,"ambrosius","carl","emile","ambrosius, c e","Manager","Amazon Gold Company",NA,NA,NA,NA
"amm12160","corpis","amm",1911,"amsden","otis","william","amsden, o w","Supt","Gold Peak Mining Company",NA,NA,NA,NA
"amm58025","corpis","amm",1920,"anderson","alf","edward","anderson, a e","Superintendent","Octave Mines Company","octave ",-88.2330617,40.1146974,"united states of america"
"amm3647","corpis","amm",1907,"anderson","augustus","edward","anderson, a e","Supt","George Gold Mining Company",NA,NA,NA,NA
"myb975532","corpis","myb",1919,"anderson","frank","beam","anderson, f b","board","Natomas Company","california",-119.4179324,36.778261,"united states of america"
"amm73456","corpis","amm",1920,"anderson","frank","beam","anderson, f b","Superintendent","Big Horn Collieries Company","wyoming ",-107.2902839,43.0759678,"united states of america"
"amm89117","corpis","amm",1922,"anderson","frank","beam","anderson, f b","Superintendent","Big Horn Collieries Company","wyoming ",-107.2902839,43.0759678,"united states of america"
"amm59462","corpis","amm",1920,"anderson","frank","beam","anderson, f b","Pres","Natomas Company",NA,NA,NA,NA
"amm80426","corpis","amm",1922,"anderson","frank","beam","anderson, f b","Pres","Natomas Company",NA,NA,NA,NA
"amm44572","corpis","amm",1919,"anderson","gibson",NA,"anderson, g","Secretary","Heaw Ood Tin Rubber Estate Limited Sungei Siput Eh","glasgow ",-4.251806,55.864237,"united kingdom"
"myb63211","corpis","myb",1889,"anderson","george",NA,"anderson, g","board","Corsican Copper And Chemical Company","london",-0.1277583,51.5073509,"united kingdom"
"amm91997","corpis","amm",1922,"anderson","george",NA,"anderson, g","Superintendent","Rogers Brown Ore Company","minnesota ",-94.6858998,46.729553,"united states of america"
"myb31146","corpis","myb",1888,"anderson","george",NA,"anderson, g","board","Corsican Copper And Chemical Company","london",-0.1277583,51.5073509,"united kingdom"
"myb8904","corpis","myb",1887,"anderson","george",NA,"anderson, g","board","Giona Sulphur Company","birmingham",-86.8103567,33.5185892,"united states of america"
"amm23953","corpis","amm",1911,"anderson","glenn",NA,"anderson, g","Manager","Attasi Mines Limited","broadway ",-94.4726334,37.1465302,"united states of america"
"amm65988","corpis","amm",1920,"anderson","g",NA,"anderson, g","Superintendent","Rogers Brown Iron Company","minnesota ",-94.6858998,46.729553,"united states of america"
"amm33286","corpis","amm",1916,"anderson","george",NA,"anderson, g","Superintendent","Rogers Brown Ore Company",NA,NA,NA,NA
"amm84934","corpis","amm",1922,"anderson","glenn",NA,"anderson, g","Manager","Silver Fissure Mining Company","montana ",-110.3625658,46.8796822,"united states of america"
"amm67043","corpis","amm",1920,"anderson","glenn",NA,"anderson, g","Manager","Silver Fissure Mining Company","montana ",-110.3625658,46.8796822,"united states of america"
"myb163752","corpis","myb",1894,"anderson","george",NA,"anderson, g","board","Bryndu Coal And Coke Company","glasgow",-4.251806,55.86424,"united kingdom"
"myb66174","corpis","myb",1889,"anderson","george",NA,"anderson, g","board","Giona Sulphur Company","coleman",-94.8779003,36.8765114,"united states of america"
"myb326562","corpis","myb",1908,"anderson","julius",NA,"anderson, j","board","Renong Mines Limited","lawson",-94.61742,37.07903,"united states of america"
"myb690135","corpis","myb",1914,"anderson","j",NA,"anderson, j","board","Heawood Tin And Rubber State Limited","glasgow",-4.251806,55.864237,"united kingdom"
"amm24336","corpis","amm",1911,"anderson","j",NA,"anderson, j","Manager","Wootten Land Fuel Company",NA,NA,NA,NA
"myb15160","corpis","myb",1887,"anderson","j",NA,"anderson, j","board","Nevada Consoudated Copper Company","london",-0.1277583,51.5073509,"united kingdom"
"myb637328","corpis","myb",1913,"anderson","j",NA,"anderson, j","board","Renong Dredgingwcvompany Limited","lawson",-94.6174157,37.0790255,"united states of america"
"myb925788","corpis","myb",1918,"anderson","j",NA,"anderson, j","board","Kaduna Syndicate Limited","london",-0.1277583,51.5073509,"united kingdom"
"amm98401","corpis","amm",1922,"anderson","j",NA,"anderson, j","Superintendent","Bannockburn Pyrite Mining Company","ontario ",-85.323214,51.253775,"canada"
"amm47449","corpis","amm",1919,"anderson","robert","a","anderson, r a","Chairman","New Zealand Coal Ol L Company",NA,NA,NA,NA
"amm19474","corpis","amm",1911,"anderson","robert","a","anderson, r a","Supt","Burro Mining Company",NA,NA,NA,NA
"amm35939","corpis","amm",1916,"anderson","robert","a","anderson, r a","Superintendent","I Anderson Apache Copper Company",NA,NA,NA,NA
"amm69019","corpis","amm",1920,"anderson","ralph","e","anderson, r e","Superintendent","Anderson Apache Copper Company","new mexico ",-105.8700901,34.5199402,"united states of america"
"myb323736","corpis","myb",1908,"anderson","william","a","anderson, w a","board","New Dominion Syndicate Limited","london",-0.1277583,51.50735,"united kingdom"
"myb83772","corpis","myb",1889,"anderson","walter","adolf","anderson, w a","board","Evelyn Gold Mining Company","london",-0.1277583,51.5073509,"united kingdom"
"amm74534","corpis","amm",1920,"anderson","william","a","anderson, w a","Manager","Alexo Mining Company","ontario ",-85.323214,51.253775,"canada"
"myb1117840","corpis","myb",1923,"anderson","william","a","anderson, w a","board","Anglo French Financial Mining Syndicate Limited","london",-0.1277583,51.50735,"united kingdom"
"myb82396","corpis","myb",1889,"anderson","william","a","anderson, w a","board","Chimes Gold Mining Company","london",-0.1277583,51.5073509,"united kingdom"
"myb123206","corpis","myb",1891,"anderson","william","a","anderson, w a","board","Nigel Gold Mining Company","london",-0.1277583,51.5073509,"united kingdom"
"myb118162","corpis","myb",1891,"anderson","william","a","anderson, w a","board","Chimes Gold Mining Company","lorain",-82.1823746,41.452819,"united states of america"
"amm81848","corpis","amm",1922,"anderson","william","a","anderson, w a","Superintendent","Gold King Extension Mine Gladstone San Juan Company","gladstone ",-94.554677,39.2038918,"united states of america"
"myb36497","corpis","myb",1888,"anderson","william","a","anderson, w a","board","Indian Gold Mines Company","glasgow",-4.251806,55.864237,"united kingdom"
"myb1054796","corpis","myb",1921,"anderson","william","a","anderson, w a","board","Messina Transvaal Development Limited","transvaal",-81.1831,43.23256,"canada"
"amm49770","corpis","amm",1919,"anderson","william","a","anderson, w a","Superintendent","Alexo Mining Company",NA,NA,NA,NA
"myb1034149","corpis","myb",1921,"anderson","william","a","anderson, w a","board","Anglo French Financial Mining Syndicate Limited","london",-0.1277583,51.50735,"united kingdom"
"amm98356","corpis","amm",1922,"anderson","william","a","anderson, w a","Manager","Alexo Mining Company","ontario ",-85.323214,51.253775,"canada"
"myb1075863","corpis","myb",1922,"anderson","wallace","alexander","anderson, w a","board","Anglo French Financial Mining Syndicate Limited","london",-0.1277583,51.50735,"united kingdom"
"amm60992","corpis","amm",1920,"anderson","william","a","anderson, w a","Superintendent","Gold King Extension Mine Gladstone San Juan Company","gladstone ",-94.554677,39.2038918,"united states of america"
"myb153275","corpis","myb",1893,"anderson","william","a","anderson, w a","board","Houghton Main Colliery Company","sydney",151.2093,-33.86882,"australia"
"myb183213","corpis","myb",1894,"anderson","william","a","anderson, w a","board","Houghton Main Colliery Company","sydney",151.2093,-33.86882,"australia"
"myb121086","corpis","myb",1891,"anderson","william","a","anderson, w a","board","Houghton Main Colliery Company","sydney",151.2092955,-33.8688197,"australia"
"myb781605","corpis","myb",1916,"anderson","wallace","alexander","anderson, w a","engineer","East Rand Proprietary Mines Limited","paris",2.3522219,48.856614,"france"
"myb554310","corpis","myb",1912,"archer","james","edwin","archer, j e","manager","Glengarnock Iron And Steel Limited Gloria","granite",-95.6236882,37.0371458,"united states of america"
"amm6031","corpis","amm",1907,"arentz","samuel","s","arentz, s s","Supt","Yerington Consolidated Copper Company",NA,NA,NA,NA
"myb41613","corpis","myb",1888,"argall","philip",NA,"argall, p","engineer","New Plata Mining And Melting Company","london",-0.1277583,51.5073509,"united kingdom"
"amm86720","corpis","amm",1922,"argall","philip",NA,"argall, p","Manager","Sherwin Williams Company","magdalena ",-117.2867675,33.0526106,"united states of america"
"amm69317","corpis","amm",1920,"argall","philip",NA,"argall, p","Manager","Ozark Smelting Mining Company","magdalena ",-117.2867675,33.0526106,"united states of america"
"myb49999","corpis","myb",1888,"argall","philip",NA,"argall, p","engineer","Union Gold Mining Company","london",-0.1277583,51.5073509,"united kingdom"
"myb506935","corpis","myb",1911,"argall","philip",NA,"argall, p","engineer","Stratton Independence Limited","london",-0.1277583,51.5073509,"united kingdom"
"myb329173","corpis","myb",1908,"argall","philip",NA,"argall, p","engineer","Stratton Independence Limited","denver",-104.9903,39.73924,"united states of america"
"amm25448","corpis","amm",1916,"arkins","charles","t","arkins, c t","Superintendent","Black Range Mining Company",NA,NA,NA,NA
"amm26221","corpis","amm",1916,"arkins","charles","t","arkins, c t","Superintendent","Oatman Gold Mining Milling Company","oatman ",-114.3835698,35.0263915,"united states of america"
"amm835","corpis","amm",1907,"armitage","h",NA,"armitage, h","Supt","Manzora Mining Company",NA,NA,NA,NA
"amm17961","corpis","amm",1911,"armstead","h",NA,"armstead, h","Manager","Silver Fissure Mining Company",NA,NA,NA,NA
"amm78480","corpis","amm",1922,"armstrong","edwin","howard","armstrong, e h","Gen. Manager","Jerome Del Monte Copper Company",NA,NA,NA,NA
"myb264949","corpis","myb",1903,"armstrong","edwin","howard","armstrong, e h","board","Mechaco Mexican Mining And Tilling Company","sierra",-96.12478,41.29444,"united states of america"
"amm57585","corpis","amm",1920,"armstrong","edwin","howard","armstrong, e h","Gen. Manager","Jerome Del Monte Copper Company",NA,NA,NA,NA
"amm18935","corpis","amm",1911,"armstrong","herbert","james","armstrong, h j","Manager","Steeple Rock Development Company",NA,NA,NA,NA
"myb1090781","corpis","myb",1922,"armstrong","herbert","james","armstrong, h j","board","Harton Companionably Limited","newcastle",-1.61778,54.97825,"united kingdom"
"amm12473","corpis","amm",1911,"armstrong","harry","james","armstrong, h j","Manager","New England Clifton Copper Company",NA,NA,NA,NA
"amm44537","corpis","amm",1919,"armstrong","harry","james","armstrong, h j","Mine Manager","Chendai Consolidated Limited",NA,NA,NA,NA
"myb848570","corpis","myb",1917,"armstrong","john","campbell","armstrong, j c","engineer","Mining Year Blaenclydach Colliery Company","johannesburg",28.0473051,-26.2041028,"south africa"
"myb246673","corpis","myb",1903,"arnold","alfred",NA,"arnold, a","chair","Bansu Takwa Syndicate Limited","annon street me",-73.92926,41.70272,"united states of america"
"amm61138","corpis","amm",1920,"arthur","edmund","p","arthur, e p","Superintendent","Jennie Sample Cons Mining Company","colorado ",-105.7820674,39.5500507,"united states of america"
"amm82870","corpis","amm",1922,"arthur","edmund","p","arthur, e p","Superintendent","Victory Gold Mining Company","colorado ",-105.7820674,39.5500507,"united states of america"
"amm81989","corpis","amm",1922,"arthur","edmund","p","arthur, e p","Superintendent","Jennie Sample Cons Mining Company","colorado ",-105.7820674,39.5500507,"united states of america"
"amm81610","corpis","amm",1922,"arthur","edmund","p","arthur, e p","Superintendent","Dante Gold Mining Company","colorado ",-105.7820674,39.5500507,"united states of america"
"amm14772","corpis","amm",1911,"ashmore","george","percy","ashmore, g p","Manager","A K R Gold Mining Milling Company","smuggler ",-118.3333646,34.0860737,"united states of america"
"myb329505","corpis","myb",1908,"ashmore","george","percy","ashmore, g p","engineer","Tilt Cove Copper Company","spain",-3.74922,40.46367,"spain"
"myb283567","corpis","myb",1908,"atherton","thomas","henry","atherton, t h","manager","South Mount Colliery Gold Mining Limited","london",-0.1277583,51.50735,"united kingdom"
"myb339876","corpis","myb",1909,"atherton","thomas","henry","atherton, t h","manager","Star Syndicate Limited","london",-0.1277583,51.50735,"united kingdom"
"amm14574","corpis","amm",1911,"atkinson","william","j","atkinson, w j","Manager","Sunshine Mining Milling Company",NA,NA,NA,NA
"amm92598","corpis","amm",1922,"atwater","robert","merriam","atwater, r m","General Manager","Oklahoma Woodchuck Z L Company","new york ",-74.0059728,40.7127753,NA
"amm20703","corpis","amm",1911,"atwater","richard","merriam","atwater, r m","Manager","Sierra Consolidated Mines Company","duluth ",-97.2045023,37.7307435,"united states of america"
"amm70364","corpis","amm",1920,"atwater","richard","merriam","atwater, r m","General Manager","Oklahoma Woodchuck Z L Company","new york ",-74.0059728,40.7127753,NA
"amm74694","corpis","amm",1920,"austin","leonard","s","austin, l s","Superintendent","Canada Feldspar Corporation Limited Verona Mgp","austin ",-97.7430608,30.267153,"united states of america"
"amm98472","corpis","amm",1922,"austin","leonard","s","austin, l s","Superintendent","Canada Feldspar Corporation Limited Verona Mgp","austin ",-97.7430608,30.267153,"united states of america"
